title,company,location,time_posted,url,description,clean_location,skills
Machine Learning Engineer,Berkley Hunt,San Francisco Bay Area,2025-05-06,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-berkley-hunt-4224565925,"Machine Learning Engineer | (Low-level ML experience required) | Hybrid -SF Berkley Hunt is partnering with a high-profile startup focused on simplifying visual storytelling and pushing the boundaries of AI performance. This role centers on optimizing model inference and enhancing efficiency in the most advanced segment of their AI engine. You'll be at the forefront of making AI models run faster and smarter than ever imagined. Requirements: You have a deep passion for model inference, Torch optimizations, and memory management. You've developed high-performance PyTorch code for production environments. You enjoy exploring the inner workings of AI models and optimizing them at a low level. You thrive on writing ultra-efficient code that performs seamlessly. You believe there's massive room for improvement in ML deployment. Responsibilities: Enhancing and refining the core inference engine to boost AI performance. Developing solutions that reduce memory usage and accelerate massive models. Collaborating closely with the core team to design and implement new features. Tackling some of the toughest technical challenges in the visual AI landscape. Influencing the future direction of this technology. Experience working with diffusion or LLM models, or having built custom AI solutions, would be highly beneficial. Show more Show less",San Francisco,Pytorch
Machine Learning Engineer,Berkley Hunt,San Francisco Bay Area,2025-05-06,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-berkley-hunt-4224565925,"Machine Learning Engineer | (Low-level ML experience required) | Hybrid -SF Berkley Hunt is partnering with a high-profile startup focused on simplifying visual storytelling and pushing the boundaries of AI performance. This role centers on optimizing model inference and enhancing efficiency in the most advanced segment of their AI engine. You'll be at the forefront of making AI models run faster and smarter than ever imagined. Requirements: You have a deep passion for model inference, Torch optimizations, and memory management. You've developed high-performance PyTorch code for production environments. You enjoy exploring the inner workings of AI models and optimizing them at a low level. You thrive on writing ultra-efficient code that performs seamlessly. You believe there's massive room for improvement in ML deployment. Responsibilities: Enhancing and refining the core inference engine to boost AI performance. Developing solutions that reduce memory usage and accelerate massive models. Collaborating closely with the core team to design and implement new features. Tackling some of the toughest technical challenges in the visual AI landscape. Influencing the future direction of this technology. Experience working with diffusion or LLM models, or having built custom AI solutions, would be highly beneficial. Show more Show less",San Francisco,Machine Learning
Senior Data Scientist,"Take2 Consulting, LLC","Tampa, FL",2025-05-06,https://www.linkedin.com/jobs/view/senior-data-scientist-at-take2-consulting-llc-4224568390,"Job Description We are seeking a skilled and detail-oriented Senior Data Scientist specializing in Revenue Growth Management (RGM) to join our team. This role is pivotal in designing and implementing data-driven solutions across various departments, with a primary focus on optimizing pricing strategies, customer segmentation, and volume response estimation. As a key business partner to the Marketing and Finance teams, the ideal candidate will develop analytical processes to better understand and segment customers. By leveraging insights, they will drive revenue growth and profitability through tailored offers for specific customer segments and dayparts. The candidate will also design segmented menu items and targeted promotions for distinct customer groups and time periods, utilizing advanced techniques such as elasticity modeling, clustering analysis, and data-driven strategies to achieve measurable business outcomes. RESPONSIBILITIES Elasticity and Cross-Elasticity Analysis Calculate and update price elasticities and cross-elasticities for products, categories, and markets. Interpret elasticity insights to inform pricing strategies, promotions, and product assortment decisions. Develop automated tools and models to monitor elasticity changes over time. Consumer Segmentation and Clustering Identify distinct consumer groups based on purchasing behavior, preferences, and demographics. Update and refine segmentation models using clustering analysis and other advanced statistical techniques. Collaborate with marketing and sales teams to tailor strategies for each segment. Data Modeling and Advanced Analytics Develop predictive models to support revenue growth initiatives. Use machine learning techniques to enhance volume estimation accuracy and optimize pricing strategies. Use a wide array of sophisticated analytic methods including linear and non-linear models to drive business insights and support data-driven decision making; train and validate ML models Leverage large datasets to uncover trends, patterns, and opportunities for growth. Revenue Growth Strategy Support Partner with cross-functional teams, including marketing, and finance, to find untapped opportunities and to solve business issues. Contribute to the development of pricing strategies, promotional plans, and market expansion initiatives. Analyze the impact of RGM initiatives and recommend adjustments based on data-driven insights. Data Management and Visualization Ensure the integrity and accuracy of data used in models and analyses. Become deeply versed in key internal and external data sources. Find opportunities to use new data sources/features to improve existing or develop new machine learning solutions Collaborate with Digital IT to plan and construct the architecture surrounding model deployment Continuously improve data collection, storage, and reporting processes. Create dashboards and visualizations to communicate complex insights to stakeholders effectively. Continuous Learning and Innovation Stay updated with the latest trends and advancements in data science, machine learning, and RGM. Provide technical guidance to the broader analytics team on data science concepts and solutions Experiment with new methodologies and tools to improve analytical capabilities. QUALIFICATIONS 1) Education Bachelor's or Master's degree in Data Science, Computer Science, Statistics, Economics, Applied Mathematics, or a related field. 2) Experience 5+ years of hands-on experience in data science, with a focus on Revenue Growth Management or a related field, doing quantitative analysis at a consulting firm, analytic supplier or consumer focused business 3) Skills: Proficiency in programming languages such as Python, R. Familiarity with writing queries and working with databases, with strong skills in SQL Strong knowledge of clustering techniques (e.g., k-means, hierarchical clustering) and elasticity modeling. Experience with data visualization tools (e.g., Tableau, Power BI). Knowledge of machine learning concepts: feature selection, regression/classification, segmentation, cross-validation, sampling, and probability distributions Practical data science experience with a deep technical background in supervised and unsupervised machine learning methods Familiarity with Alteryx and Microsoft Azure a plus Advanced understanding of statistical modeling, multivariate analysis, and volume response estimation techniques. Demonstrated expertise of problem scoping / issue identification, data management, process development, modeling, and analysis Strong problem-solving abilities, effective communication skills, and the ability to collaborate with cross-functional teams. Ability to work effectively across all levels of the organization and communicate complex concepts to a non-technical audience Show more Show less",Other,Python
Senior Data Scientist,"Take2 Consulting, LLC","Tampa, FL",2025-05-06,https://www.linkedin.com/jobs/view/senior-data-scientist-at-take2-consulting-llc-4224568390,"Job Description We are seeking a skilled and detail-oriented Senior Data Scientist specializing in Revenue Growth Management (RGM) to join our team. This role is pivotal in designing and implementing data-driven solutions across various departments, with a primary focus on optimizing pricing strategies, customer segmentation, and volume response estimation. As a key business partner to the Marketing and Finance teams, the ideal candidate will develop analytical processes to better understand and segment customers. By leveraging insights, they will drive revenue growth and profitability through tailored offers for specific customer segments and dayparts. The candidate will also design segmented menu items and targeted promotions for distinct customer groups and time periods, utilizing advanced techniques such as elasticity modeling, clustering analysis, and data-driven strategies to achieve measurable business outcomes. RESPONSIBILITIES Elasticity and Cross-Elasticity Analysis Calculate and update price elasticities and cross-elasticities for products, categories, and markets. Interpret elasticity insights to inform pricing strategies, promotions, and product assortment decisions. Develop automated tools and models to monitor elasticity changes over time. Consumer Segmentation and Clustering Identify distinct consumer groups based on purchasing behavior, preferences, and demographics. Update and refine segmentation models using clustering analysis and other advanced statistical techniques. Collaborate with marketing and sales teams to tailor strategies for each segment. Data Modeling and Advanced Analytics Develop predictive models to support revenue growth initiatives. Use machine learning techniques to enhance volume estimation accuracy and optimize pricing strategies. Use a wide array of sophisticated analytic methods including linear and non-linear models to drive business insights and support data-driven decision making; train and validate ML models Leverage large datasets to uncover trends, patterns, and opportunities for growth. Revenue Growth Strategy Support Partner with cross-functional teams, including marketing, and finance, to find untapped opportunities and to solve business issues. Contribute to the development of pricing strategies, promotional plans, and market expansion initiatives. Analyze the impact of RGM initiatives and recommend adjustments based on data-driven insights. Data Management and Visualization Ensure the integrity and accuracy of data used in models and analyses. Become deeply versed in key internal and external data sources. Find opportunities to use new data sources/features to improve existing or develop new machine learning solutions Collaborate with Digital IT to plan and construct the architecture surrounding model deployment Continuously improve data collection, storage, and reporting processes. Create dashboards and visualizations to communicate complex insights to stakeholders effectively. Continuous Learning and Innovation Stay updated with the latest trends and advancements in data science, machine learning, and RGM. Provide technical guidance to the broader analytics team on data science concepts and solutions Experiment with new methodologies and tools to improve analytical capabilities. QUALIFICATIONS 1) Education Bachelor's or Master's degree in Data Science, Computer Science, Statistics, Economics, Applied Mathematics, or a related field. 2) Experience 5+ years of hands-on experience in data science, with a focus on Revenue Growth Management or a related field, doing quantitative analysis at a consulting firm, analytic supplier or consumer focused business 3) Skills: Proficiency in programming languages such as Python, R. Familiarity with writing queries and working with databases, with strong skills in SQL Strong knowledge of clustering techniques (e.g., k-means, hierarchical clustering) and elasticity modeling. Experience with data visualization tools (e.g., Tableau, Power BI). Knowledge of machine learning concepts: feature selection, regression/classification, segmentation, cross-validation, sampling, and probability distributions Practical data science experience with a deep technical background in supervised and unsupervised machine learning methods Familiarity with Alteryx and Microsoft Azure a plus Advanced understanding of statistical modeling, multivariate analysis, and volume response estimation techniques. Demonstrated expertise of problem scoping / issue identification, data management, process development, modeling, and analysis Strong problem-solving abilities, effective communication skills, and the ability to collaborate with cross-functional teams. Ability to work effectively across all levels of the organization and communicate complex concepts to a non-technical audience Show more Show less",Other,Machine Learning
Senior Data Scientist,"Take2 Consulting, LLC","Tampa, FL",2025-05-06,https://www.linkedin.com/jobs/view/senior-data-scientist-at-take2-consulting-llc-4224568390,"Job Description We are seeking a skilled and detail-oriented Senior Data Scientist specializing in Revenue Growth Management (RGM) to join our team. This role is pivotal in designing and implementing data-driven solutions across various departments, with a primary focus on optimizing pricing strategies, customer segmentation, and volume response estimation. As a key business partner to the Marketing and Finance teams, the ideal candidate will develop analytical processes to better understand and segment customers. By leveraging insights, they will drive revenue growth and profitability through tailored offers for specific customer segments and dayparts. The candidate will also design segmented menu items and targeted promotions for distinct customer groups and time periods, utilizing advanced techniques such as elasticity modeling, clustering analysis, and data-driven strategies to achieve measurable business outcomes. RESPONSIBILITIES Elasticity and Cross-Elasticity Analysis Calculate and update price elasticities and cross-elasticities for products, categories, and markets. Interpret elasticity insights to inform pricing strategies, promotions, and product assortment decisions. Develop automated tools and models to monitor elasticity changes over time. Consumer Segmentation and Clustering Identify distinct consumer groups based on purchasing behavior, preferences, and demographics. Update and refine segmentation models using clustering analysis and other advanced statistical techniques. Collaborate with marketing and sales teams to tailor strategies for each segment. Data Modeling and Advanced Analytics Develop predictive models to support revenue growth initiatives. Use machine learning techniques to enhance volume estimation accuracy and optimize pricing strategies. Use a wide array of sophisticated analytic methods including linear and non-linear models to drive business insights and support data-driven decision making; train and validate ML models Leverage large datasets to uncover trends, patterns, and opportunities for growth. Revenue Growth Strategy Support Partner with cross-functional teams, including marketing, and finance, to find untapped opportunities and to solve business issues. Contribute to the development of pricing strategies, promotional plans, and market expansion initiatives. Analyze the impact of RGM initiatives and recommend adjustments based on data-driven insights. Data Management and Visualization Ensure the integrity and accuracy of data used in models and analyses. Become deeply versed in key internal and external data sources. Find opportunities to use new data sources/features to improve existing or develop new machine learning solutions Collaborate with Digital IT to plan and construct the architecture surrounding model deployment Continuously improve data collection, storage, and reporting processes. Create dashboards and visualizations to communicate complex insights to stakeholders effectively. Continuous Learning and Innovation Stay updated with the latest trends and advancements in data science, machine learning, and RGM. Provide technical guidance to the broader analytics team on data science concepts and solutions Experiment with new methodologies and tools to improve analytical capabilities. QUALIFICATIONS 1) Education Bachelor's or Master's degree in Data Science, Computer Science, Statistics, Economics, Applied Mathematics, or a related field. 2) Experience 5+ years of hands-on experience in data science, with a focus on Revenue Growth Management or a related field, doing quantitative analysis at a consulting firm, analytic supplier or consumer focused business 3) Skills: Proficiency in programming languages such as Python, R. Familiarity with writing queries and working with databases, with strong skills in SQL Strong knowledge of clustering techniques (e.g., k-means, hierarchical clustering) and elasticity modeling. Experience with data visualization tools (e.g., Tableau, Power BI). Knowledge of machine learning concepts: feature selection, regression/classification, segmentation, cross-validation, sampling, and probability distributions Practical data science experience with a deep technical background in supervised and unsupervised machine learning methods Familiarity with Alteryx and Microsoft Azure a plus Advanced understanding of statistical modeling, multivariate analysis, and volume response estimation techniques. Demonstrated expertise of problem scoping / issue identification, data management, process development, modeling, and analysis Strong problem-solving abilities, effective communication skills, and the ability to collaborate with cross-functional teams. Ability to work effectively across all levels of the organization and communicate complex concepts to a non-technical audience Show more Show less",Other,Tableau
Senior Data Scientist,"Take2 Consulting, LLC","Tampa, FL",2025-05-06,https://www.linkedin.com/jobs/view/senior-data-scientist-at-take2-consulting-llc-4224568390,"Job Description We are seeking a skilled and detail-oriented Senior Data Scientist specializing in Revenue Growth Management (RGM) to join our team. This role is pivotal in designing and implementing data-driven solutions across various departments, with a primary focus on optimizing pricing strategies, customer segmentation, and volume response estimation. As a key business partner to the Marketing and Finance teams, the ideal candidate will develop analytical processes to better understand and segment customers. By leveraging insights, they will drive revenue growth and profitability through tailored offers for specific customer segments and dayparts. The candidate will also design segmented menu items and targeted promotions for distinct customer groups and time periods, utilizing advanced techniques such as elasticity modeling, clustering analysis, and data-driven strategies to achieve measurable business outcomes. RESPONSIBILITIES Elasticity and Cross-Elasticity Analysis Calculate and update price elasticities and cross-elasticities for products, categories, and markets. Interpret elasticity insights to inform pricing strategies, promotions, and product assortment decisions. Develop automated tools and models to monitor elasticity changes over time. Consumer Segmentation and Clustering Identify distinct consumer groups based on purchasing behavior, preferences, and demographics. Update and refine segmentation models using clustering analysis and other advanced statistical techniques. Collaborate with marketing and sales teams to tailor strategies for each segment. Data Modeling and Advanced Analytics Develop predictive models to support revenue growth initiatives. Use machine learning techniques to enhance volume estimation accuracy and optimize pricing strategies. Use a wide array of sophisticated analytic methods including linear and non-linear models to drive business insights and support data-driven decision making; train and validate ML models Leverage large datasets to uncover trends, patterns, and opportunities for growth. Revenue Growth Strategy Support Partner with cross-functional teams, including marketing, and finance, to find untapped opportunities and to solve business issues. Contribute to the development of pricing strategies, promotional plans, and market expansion initiatives. Analyze the impact of RGM initiatives and recommend adjustments based on data-driven insights. Data Management and Visualization Ensure the integrity and accuracy of data used in models and analyses. Become deeply versed in key internal and external data sources. Find opportunities to use new data sources/features to improve existing or develop new machine learning solutions Collaborate with Digital IT to plan and construct the architecture surrounding model deployment Continuously improve data collection, storage, and reporting processes. Create dashboards and visualizations to communicate complex insights to stakeholders effectively. Continuous Learning and Innovation Stay updated with the latest trends and advancements in data science, machine learning, and RGM. Provide technical guidance to the broader analytics team on data science concepts and solutions Experiment with new methodologies and tools to improve analytical capabilities. QUALIFICATIONS 1) Education Bachelor's or Master's degree in Data Science, Computer Science, Statistics, Economics, Applied Mathematics, or a related field. 2) Experience 5+ years of hands-on experience in data science, with a focus on Revenue Growth Management or a related field, doing quantitative analysis at a consulting firm, analytic supplier or consumer focused business 3) Skills: Proficiency in programming languages such as Python, R. Familiarity with writing queries and working with databases, with strong skills in SQL Strong knowledge of clustering techniques (e.g., k-means, hierarchical clustering) and elasticity modeling. Experience with data visualization tools (e.g., Tableau, Power BI). Knowledge of machine learning concepts: feature selection, regression/classification, segmentation, cross-validation, sampling, and probability distributions Practical data science experience with a deep technical background in supervised and unsupervised machine learning methods Familiarity with Alteryx and Microsoft Azure a plus Advanced understanding of statistical modeling, multivariate analysis, and volume response estimation techniques. Demonstrated expertise of problem scoping / issue identification, data management, process development, modeling, and analysis Strong problem-solving abilities, effective communication skills, and the ability to collaborate with cross-functional teams. Ability to work effectively across all levels of the organization and communicate complex concepts to a non-technical audience Show more Show less",Other,Sql
Senior Data Scientist,"Take2 Consulting, LLC","Tampa, FL",2025-05-06,https://www.linkedin.com/jobs/view/senior-data-scientist-at-take2-consulting-llc-4224568390,"Job Description We are seeking a skilled and detail-oriented Senior Data Scientist specializing in Revenue Growth Management (RGM) to join our team. This role is pivotal in designing and implementing data-driven solutions across various departments, with a primary focus on optimizing pricing strategies, customer segmentation, and volume response estimation. As a key business partner to the Marketing and Finance teams, the ideal candidate will develop analytical processes to better understand and segment customers. By leveraging insights, they will drive revenue growth and profitability through tailored offers for specific customer segments and dayparts. The candidate will also design segmented menu items and targeted promotions for distinct customer groups and time periods, utilizing advanced techniques such as elasticity modeling, clustering analysis, and data-driven strategies to achieve measurable business outcomes. RESPONSIBILITIES Elasticity and Cross-Elasticity Analysis Calculate and update price elasticities and cross-elasticities for products, categories, and markets. Interpret elasticity insights to inform pricing strategies, promotions, and product assortment decisions. Develop automated tools and models to monitor elasticity changes over time. Consumer Segmentation and Clustering Identify distinct consumer groups based on purchasing behavior, preferences, and demographics. Update and refine segmentation models using clustering analysis and other advanced statistical techniques. Collaborate with marketing and sales teams to tailor strategies for each segment. Data Modeling and Advanced Analytics Develop predictive models to support revenue growth initiatives. Use machine learning techniques to enhance volume estimation accuracy and optimize pricing strategies. Use a wide array of sophisticated analytic methods including linear and non-linear models to drive business insights and support data-driven decision making; train and validate ML models Leverage large datasets to uncover trends, patterns, and opportunities for growth. Revenue Growth Strategy Support Partner with cross-functional teams, including marketing, and finance, to find untapped opportunities and to solve business issues. Contribute to the development of pricing strategies, promotional plans, and market expansion initiatives. Analyze the impact of RGM initiatives and recommend adjustments based on data-driven insights. Data Management and Visualization Ensure the integrity and accuracy of data used in models and analyses. Become deeply versed in key internal and external data sources. Find opportunities to use new data sources/features to improve existing or develop new machine learning solutions Collaborate with Digital IT to plan and construct the architecture surrounding model deployment Continuously improve data collection, storage, and reporting processes. Create dashboards and visualizations to communicate complex insights to stakeholders effectively. Continuous Learning and Innovation Stay updated with the latest trends and advancements in data science, machine learning, and RGM. Provide technical guidance to the broader analytics team on data science concepts and solutions Experiment with new methodologies and tools to improve analytical capabilities. QUALIFICATIONS 1) Education Bachelor's or Master's degree in Data Science, Computer Science, Statistics, Economics, Applied Mathematics, or a related field. 2) Experience 5+ years of hands-on experience in data science, with a focus on Revenue Growth Management or a related field, doing quantitative analysis at a consulting firm, analytic supplier or consumer focused business 3) Skills: Proficiency in programming languages such as Python, R. Familiarity with writing queries and working with databases, with strong skills in SQL Strong knowledge of clustering techniques (e.g., k-means, hierarchical clustering) and elasticity modeling. Experience with data visualization tools (e.g., Tableau, Power BI). Knowledge of machine learning concepts: feature selection, regression/classification, segmentation, cross-validation, sampling, and probability distributions Practical data science experience with a deep technical background in supervised and unsupervised machine learning methods Familiarity with Alteryx and Microsoft Azure a plus Advanced understanding of statistical modeling, multivariate analysis, and volume response estimation techniques. Demonstrated expertise of problem scoping / issue identification, data management, process development, modeling, and analysis Strong problem-solving abilities, effective communication skills, and the ability to collaborate with cross-functional teams. Ability to work effectively across all levels of the organization and communicate complex concepts to a non-technical audience Show more Show less",Other,Power Bi
Senior Data Scientist,"Take2 Consulting, LLC","Tampa, FL",2025-05-06,https://www.linkedin.com/jobs/view/senior-data-scientist-at-take2-consulting-llc-4224568390,"Job Description We are seeking a skilled and detail-oriented Senior Data Scientist specializing in Revenue Growth Management (RGM) to join our team. This role is pivotal in designing and implementing data-driven solutions across various departments, with a primary focus on optimizing pricing strategies, customer segmentation, and volume response estimation. As a key business partner to the Marketing and Finance teams, the ideal candidate will develop analytical processes to better understand and segment customers. By leveraging insights, they will drive revenue growth and profitability through tailored offers for specific customer segments and dayparts. The candidate will also design segmented menu items and targeted promotions for distinct customer groups and time periods, utilizing advanced techniques such as elasticity modeling, clustering analysis, and data-driven strategies to achieve measurable business outcomes. RESPONSIBILITIES Elasticity and Cross-Elasticity Analysis Calculate and update price elasticities and cross-elasticities for products, categories, and markets. Interpret elasticity insights to inform pricing strategies, promotions, and product assortment decisions. Develop automated tools and models to monitor elasticity changes over time. Consumer Segmentation and Clustering Identify distinct consumer groups based on purchasing behavior, preferences, and demographics. Update and refine segmentation models using clustering analysis and other advanced statistical techniques. Collaborate with marketing and sales teams to tailor strategies for each segment. Data Modeling and Advanced Analytics Develop predictive models to support revenue growth initiatives. Use machine learning techniques to enhance volume estimation accuracy and optimize pricing strategies. Use a wide array of sophisticated analytic methods including linear and non-linear models to drive business insights and support data-driven decision making; train and validate ML models Leverage large datasets to uncover trends, patterns, and opportunities for growth. Revenue Growth Strategy Support Partner with cross-functional teams, including marketing, and finance, to find untapped opportunities and to solve business issues. Contribute to the development of pricing strategies, promotional plans, and market expansion initiatives. Analyze the impact of RGM initiatives and recommend adjustments based on data-driven insights. Data Management and Visualization Ensure the integrity and accuracy of data used in models and analyses. Become deeply versed in key internal and external data sources. Find opportunities to use new data sources/features to improve existing or develop new machine learning solutions Collaborate with Digital IT to plan and construct the architecture surrounding model deployment Continuously improve data collection, storage, and reporting processes. Create dashboards and visualizations to communicate complex insights to stakeholders effectively. Continuous Learning and Innovation Stay updated with the latest trends and advancements in data science, machine learning, and RGM. Provide technical guidance to the broader analytics team on data science concepts and solutions Experiment with new methodologies and tools to improve analytical capabilities. QUALIFICATIONS 1) Education Bachelor's or Master's degree in Data Science, Computer Science, Statistics, Economics, Applied Mathematics, or a related field. 2) Experience 5+ years of hands-on experience in data science, with a focus on Revenue Growth Management or a related field, doing quantitative analysis at a consulting firm, analytic supplier or consumer focused business 3) Skills: Proficiency in programming languages such as Python, R. Familiarity with writing queries and working with databases, with strong skills in SQL Strong knowledge of clustering techniques (e.g., k-means, hierarchical clustering) and elasticity modeling. Experience with data visualization tools (e.g., Tableau, Power BI). Knowledge of machine learning concepts: feature selection, regression/classification, segmentation, cross-validation, sampling, and probability distributions Practical data science experience with a deep technical background in supervised and unsupervised machine learning methods Familiarity with Alteryx and Microsoft Azure a plus Advanced understanding of statistical modeling, multivariate analysis, and volume response estimation techniques. Demonstrated expertise of problem scoping / issue identification, data management, process development, modeling, and analysis Strong problem-solving abilities, effective communication skills, and the ability to collaborate with cross-functional teams. Ability to work effectively across all levels of the organization and communicate complex concepts to a non-technical audience Show more Show less",Other,Azure
Data Scientist EV,VeeAR Projects Inc.,United States,2025-05-07,https://www.linkedin.com/jobs/view/data-scientist-ev-at-veear-projects-inc-4222899007,"The Data Science & Artificial Intelligence Department consists of a ""Delivery” team that develops data science and machine learning solutions. As a Delivery team, this Department uses industry-leading data science and change management practices to drive transition to the sustainable grid of the future. The Department works cross-functionally across the company to enable data-driven decisions by applying analytics, as well as improvements to relevant business processes. Deployed to some of the highest priority arenas, the Department does not specialize in a traditional utility domain, such as asset management or program administration, but instead specializes in extracting useful insights from disparate datasets and facilitating actions informed by these insights. Position Summary: Looking for a Data Scientist with experience in delivering data science products end-to-end. In this role, the successful candidates will be uniquely positioned at the forefront of utility industry analytics, having the opportunity to advance the triple bottom line of People, Planet, and Prosperity. What you will do: Design and develop production-quality scientific algorithms in Python to extract patterns of customer energy consumption, as well as other customers' characteristics and attributes. Develop spatio-temporal algorithms to predict the adoption of Electric Vehicles by customers. Perform in-depth validation of our algorithms that is driven by business and technical requirements. Perform deep root-cause analysis, EDA, and error analysis of the ML models. Collaborate with members of your team and with domain experts (e.g., Power Distribution, Grid Planning, Clean Energy Transportation) to understand the practical implications of your model, collect business requirements, and deliver results to business partners. Communicate technical information, its implications, and applications to peers, various business partners, and strategic leaders across the company. Basic Qualifications: Ph.D. in Engineering, Computer Science, Physics, Econometrics or Economics, Mathematics, Applied Sciences, Statistics, or other highly quantitative discipline. Demonstrated knowledge of and abilities with data science standards and processes (model building and evaluation, optimization, feature engineering, etc.) along with best practices to implement them. Experience with spatio-temporal statistics, geospatial data analysis, and machine learning techniques for time series with large datasets. 2+ years of experience writing software to extract features from time series data or large-scale datasets. Proficiency in programming languages such as Python and/or R. Experience designing, developing, and maintaining scientific code that runs at scale. Strong understanding of applied statistics and probability. Desired Qualification: Experience with handling large datasets and cloud computing platforms (e.g. AWS, Azure, GCP, or other enterprise-level analytics platforms. Experience turning business needs into technical requirements, and structuring developments, analysis, and validation plans to meet requirements. Relevant industry experience (electric or gas utility, EV charging infrastructure, Vehicle-Grid integration, distributed energy resources, analytics consulting, etc). Excellent problem-solving and communication skills. Show more Show less",Other,Python
Data Scientist EV,VeeAR Projects Inc.,United States,2025-05-07,https://www.linkedin.com/jobs/view/data-scientist-ev-at-veear-projects-inc-4222899007,"The Data Science & Artificial Intelligence Department consists of a ""Delivery” team that develops data science and machine learning solutions. As a Delivery team, this Department uses industry-leading data science and change management practices to drive transition to the sustainable grid of the future. The Department works cross-functionally across the company to enable data-driven decisions by applying analytics, as well as improvements to relevant business processes. Deployed to some of the highest priority arenas, the Department does not specialize in a traditional utility domain, such as asset management or program administration, but instead specializes in extracting useful insights from disparate datasets and facilitating actions informed by these insights. Position Summary: Looking for a Data Scientist with experience in delivering data science products end-to-end. In this role, the successful candidates will be uniquely positioned at the forefront of utility industry analytics, having the opportunity to advance the triple bottom line of People, Planet, and Prosperity. What you will do: Design and develop production-quality scientific algorithms in Python to extract patterns of customer energy consumption, as well as other customers' characteristics and attributes. Develop spatio-temporal algorithms to predict the adoption of Electric Vehicles by customers. Perform in-depth validation of our algorithms that is driven by business and technical requirements. Perform deep root-cause analysis, EDA, and error analysis of the ML models. Collaborate with members of your team and with domain experts (e.g., Power Distribution, Grid Planning, Clean Energy Transportation) to understand the practical implications of your model, collect business requirements, and deliver results to business partners. Communicate technical information, its implications, and applications to peers, various business partners, and strategic leaders across the company. Basic Qualifications: Ph.D. in Engineering, Computer Science, Physics, Econometrics or Economics, Mathematics, Applied Sciences, Statistics, or other highly quantitative discipline. Demonstrated knowledge of and abilities with data science standards and processes (model building and evaluation, optimization, feature engineering, etc.) along with best practices to implement them. Experience with spatio-temporal statistics, geospatial data analysis, and machine learning techniques for time series with large datasets. 2+ years of experience writing software to extract features from time series data or large-scale datasets. Proficiency in programming languages such as Python and/or R. Experience designing, developing, and maintaining scientific code that runs at scale. Strong understanding of applied statistics and probability. Desired Qualification: Experience with handling large datasets and cloud computing platforms (e.g. AWS, Azure, GCP, or other enterprise-level analytics platforms. Experience turning business needs into technical requirements, and structuring developments, analysis, and validation plans to meet requirements. Relevant industry experience (electric or gas utility, EV charging infrastructure, Vehicle-Grid integration, distributed energy resources, analytics consulting, etc). Excellent problem-solving and communication skills. Show more Show less",Other,Machine Learning
Data Scientist EV,VeeAR Projects Inc.,United States,2025-05-07,https://www.linkedin.com/jobs/view/data-scientist-ev-at-veear-projects-inc-4222899007,"The Data Science & Artificial Intelligence Department consists of a ""Delivery” team that develops data science and machine learning solutions. As a Delivery team, this Department uses industry-leading data science and change management practices to drive transition to the sustainable grid of the future. The Department works cross-functionally across the company to enable data-driven decisions by applying analytics, as well as improvements to relevant business processes. Deployed to some of the highest priority arenas, the Department does not specialize in a traditional utility domain, such as asset management or program administration, but instead specializes in extracting useful insights from disparate datasets and facilitating actions informed by these insights. Position Summary: Looking for a Data Scientist with experience in delivering data science products end-to-end. In this role, the successful candidates will be uniquely positioned at the forefront of utility industry analytics, having the opportunity to advance the triple bottom line of People, Planet, and Prosperity. What you will do: Design and develop production-quality scientific algorithms in Python to extract patterns of customer energy consumption, as well as other customers' characteristics and attributes. Develop spatio-temporal algorithms to predict the adoption of Electric Vehicles by customers. Perform in-depth validation of our algorithms that is driven by business and technical requirements. Perform deep root-cause analysis, EDA, and error analysis of the ML models. Collaborate with members of your team and with domain experts (e.g., Power Distribution, Grid Planning, Clean Energy Transportation) to understand the practical implications of your model, collect business requirements, and deliver results to business partners. Communicate technical information, its implications, and applications to peers, various business partners, and strategic leaders across the company. Basic Qualifications: Ph.D. in Engineering, Computer Science, Physics, Econometrics or Economics, Mathematics, Applied Sciences, Statistics, or other highly quantitative discipline. Demonstrated knowledge of and abilities with data science standards and processes (model building and evaluation, optimization, feature engineering, etc.) along with best practices to implement them. Experience with spatio-temporal statistics, geospatial data analysis, and machine learning techniques for time series with large datasets. 2+ years of experience writing software to extract features from time series data or large-scale datasets. Proficiency in programming languages such as Python and/or R. Experience designing, developing, and maintaining scientific code that runs at scale. Strong understanding of applied statistics and probability. Desired Qualification: Experience with handling large datasets and cloud computing platforms (e.g. AWS, Azure, GCP, or other enterprise-level analytics platforms. Experience turning business needs into technical requirements, and structuring developments, analysis, and validation plans to meet requirements. Relevant industry experience (electric or gas utility, EV charging infrastructure, Vehicle-Grid integration, distributed energy resources, analytics consulting, etc). Excellent problem-solving and communication skills. Show more Show less",Other,Aws
