title,company,location,time_posted,url,description
AI Engineer I,Strategy,Pune/Pimpri-Chinchwad Area,2025-05-07,https://in.linkedin.com/jobs/view/ai-engineer-i-at-strategy-4223604652,"Company Description Strategy (Nasdaq: MSTR) is at the forefront of transforming organizations into intelligent enterprises through data-driven innovation. We don't just follow trends—we set them and drive change. As a market leader in enterprise analytics and mobility software, we've pioneered BI and analytics space, empowering people to make better decisions and revolutionizing how businesses operate. But that's not all. Strategy is also leading to a groundbreaking shift in how companies approach their treasury reserve strategy, boldly adopting Bitcoin as a key asset. This visionary move is reshaping the financial landscape and solidifying our position as a forward-thinking, innovative force in the market. Four years after adopting the Bitcoin Standard, Strategy's stock has outperformed every company in S&P 500. Our people are the core of our success. At Strategy, you'll join a team of smart, creative minds working on dynamic projects with cutting-edge technologies. We thrive on curiosity, innovation, and a relentless pursuit of excellence. Our corporate values—bold, agile, engaged, impactful, and united—are the foundation of our culture. As we lead the charge into the new era of AI and financial innovation, we foster an environment where every employee's contributions are recognized and valued. Join us and be part of an organization that lives and breathes innovation every day. At Strategy, you're not just another employee; you're a crucial part of a mission to push the boundaries of analytics and redefine financial investment. Job Description We are looking for a highly skilled AI Engineer to join our team and contribute to the development of AI-powered solutions. The ideal candidate will have expertise in Python programming, REST API development, cloud infrastructure, and AI model integration. This role requires strong problem-solving skills, a deep understanding of AI technologies, and the ability to optimize and deploy AI applications efficiently. Key Responsibilities Develop, maintain, and optimize AI-driven applications using Python. Implement object-oriented programming, module creation, and unit testing to ensure code quality and maintainability. Design and build RESTful APIs with FastAPI for seamless integration of AI services. Work with various Large Language Models (LLMs), including OpenAI and Azure OpenAI, to enhance AI-driven functionalities. Interface with relational and vector databases for efficient AI data retrieval and storage. Implement text embedding techniques to improve AI-powered natural language processing tasks. Deploy and manage AI applications on cloud platforms such as AWS, Azure, and GCP. Utilize Docker for containerization, ensuring scalable and efficient deployment. Collaborate with cross-functional teams using Git for version control and code management. Qualifications Bachelor’s/Master’s degree in Computer Science or equivalent. A minimum of 2-3 years of hands-on experience in Python software development with a focus on modular, scalable, and efficient coding for AI/LLM-based applications. Experience developing and maintaining RESTful APIs using FastAPI and interfacing with relational databases. Experience in implementing LLMs (OpenAI, Azure) using vector databases, text embedding, and RAG. Hands-on experience with cloud platforms (AWS, Azure, GCP) and docker for AI deployment and scaling. Strong Git skills for version control and collaborative development. Ability to adjust and thrive in a fast-paced environment with changing priorities. Strong analytical and problem-solving skills. Familiarity with data visualization tools such as Strategy preferred. Additional Information The recruitment process includes online assessments as a first step. We send them via e-mail, please check also your SPAM folder. We work from Pune office. Working hours: 12:30- 9:30pm Show more Show less"
Data Scientist,UST,"Bengaluru, Karnataka, India",2025-05-07,https://in.linkedin.com/jobs/view/data-scientist-at-ust-4223600372,"Greetings from UST Born digital, UST transforms lives through the power of technology. We walk alongside our clients and partners, embedding innovation and agility into everything they do. We help them create transformative experiences and human-centered solutions for a better world. UST is a mission-driven group of over 38,000+ practical problem solvers and creative thinkers in over 30+ countries. Our entrepreneurial teams are empowered to innovate, act nimbly, and create a lasting and sustainable impact for our clients, their customers, and the communities in which we live. With us, you’ll create a boundless impact that transforms your career—and the lives of people across the world. Job Title: Experience : 5 to 7 years Notice Period: Immediate to 15 days Mandatory skills: Machine Learning, Python, Natural Language Processing, Artificial Intelligence Work Location: Any UST location Work Mode: Hybrid (3 Days - Work from Office) Job Title: Senior Data Scientist Job Overview: We are seeking a Senior Data Scientist with a strong background in AI/ML project execution and deep expertise in integrating OpenAI technologies , including the development and deployment of Custom GPTs . This role demands end-to-end leadership of AI-driven solutions, particularly focused on solving real-world problems in the real estate domain . The ideal candidate will bridge data science with business strategy, creating impactful GenAI solutions that automate, optimize, and inform decision-making processes. Roles and Responsibilities: Lead end-to-end AI/ML project implementation , from data ingestion and preprocessing to model development, deployment, and monitoring. Develop, fine-tune, and deploy Custom GPTs tailored to domain-specific applications and client needs. Integrate OpenAI technologies into enterprise systems and products to enhance automation, personalization, and customer engagement. Build predictive models and scalable machine learning solutions to solve real estate-specific challenges such as property valuation, market prediction, customer segmentation, and more. Collaborate with software engineers, product managers, and domain experts to translate business problems into AI solutions. Establish best practices for MLOps , ensuring robust deployment and lifecycle management of AI/ML models. Generate and present data-driven insights and reports to stakeholders, helping guide product and strategic decisions. Must-Have Skills: 5+ years of experience in Data Science and Machine Learning, with hands-on experience deploying models in production environments. Proven expertise with OpenAI technologies , including the creation and integration of Custom GPTs. Proficiency in Python (preferred) or R , with a strong command of ML libraries like TensorFlow, PyTorch, Scikit-learn . Solid experience working on cloud platforms (AWS, GCP, or Azure) and with containerization and orchestration tools like Docker and Kubernetes . Strong foundation in Natural Language Processing (NLP) and deep learning . Demonstrated ability to lead projects and communicate results to technical and non-technical stakeholders. What We Believe We’re proud to embrace the same values that have shaped UST since the beginning. Since day one, we’ve been building enduring relationships and a culture of integrity. And today, it's those same values that are inspiring us to encourage innovation from everyone, to champion diversity and inclusion and to place people at the center of everything we do. Humility: We will listen, learn, be empathetic and help selflessly in our interactions with everyone. Humanity: Through business, we will better the lives of those less fortunate than ourselves. Integrity: We honor our commitments and act with responsibility in all our relationships. Equal Employment Opportunity Statement UST is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran. UST reserves the right to periodically redefine your roles and responsibilities based on the requirements of the organization and/or your performance. Show more Show less"
AI/ML Engineer,Facctum,"Bengaluru, Karnataka, India",2025-05-07,https://in.linkedin.com/jobs/view/ai-ml-engineer-at-facctum-4222694794,"Job Description The Opportunity: We need brilliant minds who can solve hard problems. We are building a small but mighty AI/ML team that's transforming how financial institutions handle compliance. This isn't about building flashy demos -- we're creating real solutions that keep our customers out of trouble with regulators while saving them countless hours of manual work. What You Will Do Prototype GenAI components including vector search, retrieval-augmented generation, and lightweight LLM fine-tuning, then move promising ideas into production Write clear Python code, test it thoroughly, benchmark against real data, and iterate to improve performance Work in short release cycles: design review → code → deploy → monitor → fix Collaborate with product, DevOps, and domain specialists to translate compliance requirements into working code Working At Facctum We ship compliance tech that banks rely on. Teams are small; decisions move fast; code earns its keep only when it runs in production. Work mode: Hybrid by default (few days from office and work from office on remaining days). Fully onsite or remote considered for the right person. Growth: Mentorship from senior engineers, hands-on exposure to cutting-edge GenAI, and visibility across the entire product lifecycle. Requirements Skills and experience we need: 2-3 years hands-on machine-learning development in Python Solid grasp of data structures, algorithms, and basic statistics Familiarity with a deep-learning toolkit (PyTorch, TensorFlow, or similar) Exposure to LLMs and related tooling (LangChain, LlamaIndex, etc.) and vector databases Comfort with Git and CI/CD basics Nice to have: AWS experience (we host and orchestrate on AWS), but it isn't mandatory check(event) ; career-website-detail-template-2 => apply(record.id,meta)"" mousedown=""lyte-button => check(event)"" final-style=""background-color:#9647FD;border-color:#9647FD;color:white;"" final-class=""lyte-button lyteBackgroundColorBtn lyteSuccess"" lyte-rendered=""""> Show more Show less"
AI/ML Developer,The NineHertz,"Jaipur, Rajasthan, India",2025-05-07,https://in.linkedin.com/jobs/view/ai-ml-developer-at-the-ninehertz-4223296415,"Job Description: AI/ML Developer Position: AI/ML Developer Location: Jaipur Employment Type: Full-Time About The Role We are looking for a passionate and skilled AI/ML Developer to join our dynamic team. The ideal candidate will have strong experience with LangChain, Retrieval-Augmented Generation (RAG), Agentic AI systems, as well as expertise in clustering, regression, deep learning, and data transformation/cleaning techniques. You will work on building intelligent, autonomous AI solutions that drive innovative business applications. Responsibilities Design and develop AI applications using LangChain and Agentic AI architectures. Implement RAG pipelines for advanced knowledge retrieval and reasoning tasks. Build machine learning models for clustering, regression, and prediction tasks. Develop and fine-tune deep learning models for text-based or tabular data. Perform thorough data cleaning, transformation, and feature engineering. Write efficient, production-quality Python code. Work with SQL databases for data querying and preparation. Research and stay updated with new techniques in LLMs, Agentic AI, and machine learning. Requirements Excellent programming skills in Python. Proficient in SQL for database querying and data manipulation. Strong understanding of machine learning algorithms (especially clustering and regression). Hands-on experience with deep learning frameworks (TensorFlow, PyTorch, or Keras). Practical experience with LangChain, RAG, and building autonomous AI agents. Expertise in data preprocessing, cleaning, and transformation techniques. Preferred Skills Experience working with LLMs (Large Language Models) and prompt engineering. Knowledge of vector databases like Pinecone, FAISS, or ChromaDB. Strong analytical thinking and problem-solving skills. Ability to work independently and in collaborative environments. Regards!! Team HR Skills: data cleaning,learning,clustering,databases,agentic ai systems,ml,regression,retrieval-augmented generation (rag),sql,python,deep learning,data transformation,machine learning,langchain Show more Show less"
Gen AI Developer,Infosys,"Bengaluru East, Karnataka, India",2025-05-07,https://in.linkedin.com/jobs/view/gen-ai-developer-at-infosys-4189365248,"Data collection and preparation: Collect and prepare data for training and evaluating LLMs. This may involve cleaning and processing text data, or creating synthetic data Model development: Design and implement LLM models. This may involve choosing the right architecture, training the model, and tuning the hyperparameters Model evaluation: Evaluate the performance of LLM models. This may involve measuring the accuracy of the model on a held-out dataset, or assessing the quality of the generated text Model deployment: Deploy LLM models to production. This may involve packaging the model, creating a REST API, and deploying the model to a cloud computing platform. Responsible AI: Should have proficient knowledge in Responsible AI and Data Privacy principles to ensure ethical data handling, transparency, and accountability in all stages of AI development. Must demonstrate a commitment to upholding privacy standards, mitigating bias, and fostering trust within data-driven initiatives. Experience in working with ML toolkit like R, NumPy, MatLab etc.. Experience in data mining, statistical analysis and data visualization Show more Show less"
Senior Data Scientist - Analytics,Argus Media,Mumbai Metropolitan Region,2025-05-07,https://in.linkedin.com/jobs/view/senior-data-scientist-analytics-at-argus-media-4171867121,"Description Senior Data Scientist - Analytics Mumbai, India About Argus: Argus is the leading independent provider of market intelligence to the global energy and commodity markets. We offer essential price assessments, news, analytics, consulting services, data science tools and industry conferences to illuminate complex and opaque commodity markets. Headquartered in London with 1,500 staff, Argus is an independent media organisation with 30 offices in the world’s principal commodity trading hubs. Companies, trading firms and governments in 160 countries around the world trust Argus data to make decisions, analyse situations, manage risk, facilitate trading and for long-term planning. Argus prices are used as trusted benchmarks around the world for pricing transportation, commodities and energy. Founded in 1970, Argus remains a privately held UK-registered company owned by employee shareholders and global growth equity firm General Atlantic. What we’re looking for: Due to the continued growth of the business and the importance of the data we use on a daily basis, we are currently looking for a for a Senior Data Scientist to join the team in Mumbai. What will you be doing? An exciting opportunity has arisen for a senior data scientist with expertise in R, R-Shiny and SQL to join our growing Data Science team in Mumbai. You will work closely with our Head of Data Science India, and our global team to support the development of new products for analytics with a particular focus on Petrochemicals. You will be responsible for building impactful data science solutions for business use cases, conducting research on large complex data sets to uncover meaningful patterns in data, employing mathematical and computational techniques to clean, manipulate, organise and model data into actionable insights and results. Apply novel data science, machine learning and statistical techniques to provide an unbiased and quantitative solution to critical business problems. Develop, structure and investigate your ideas by constructing hypotheses, testing them rigorously, conducting analyses, creating user prototypes, facilitating UAT, and finally presenting recommendations for improvement to current business processes. Build user-focused data science/analytics products based on novel business use cases for internal as well as external stakeholders. Develop and maintain models with a focus on commodity prices dynamics. Write production-level code (clean, optimised and well-documented code) Communicate findings timely through impressive visuals and insightful statistics. Skills and Experience: Degree in mathematics, finance, statistics, engineering, computer science or related field. Experience with statistics, regression, time series and econometrics is preferred. 4+ years Hands-on experience working in R and R-Shiny, good command over SQL with a passion for open-source solutions 2+ years’ experience in project management & team management Robust Knowledge of Data Structures & Algorithms, APIs, ETL processes, testing methodologies, cloud technologies (AWS). Experience with designing and building exploratory data analysis and data visualisation Solution-oriented mindset and self-directed. Experience in using version control software, project management solutions Believe in the following Argus values: Passion, Integrity, Excellence and Results What’s in it for you: Competitive salary Hybrid Working Policy (3 days in Mumbai office/ 2 days WFH once fully inducted) Group healthcare scheme 18 days annual leave 8 days of casual leave Extensive internal and external training Hours: This is a full-time position operating under a hybrid model, with three days in the office and up to two days working remotely. The team supports Argus’ key business processes every day, as such you will be required to work on a shift-based rota with other members of the team supporting the business until 8pm. Typically support hours run from 11am to 8pm with each member of the team participating up to 2/3 times a week. For more details about the company and to apply please make sure you send your CV and cover letter via our website: www.argusmedia.com/en/careers/open-positions By submitting your job application, you automatically acknowledge and consent to the collection, use and/or disclosure of your personal data to the Company. Argus is an equal opportunity employer. We welcome and encourage diversity in the workplace regardless of race, gender, sexual orientation, gender identity, disability or veteran status. Show more Show less"
AI Engineer,Pepper Content,"Mumbai, Maharashtra, India",2025-05-07,https://in.linkedin.com/jobs/view/ai-engineer-at-pepper-content-4179483479,"Position: AI Engineer Location: Mumbai/Remote Job Type: Full-time What You’ll Do Explore, ideate, and implement AI-driven UX. Iterate and improve models with a focus on business impact. Contribute to the core product and company direction. Ensure outputs are clear, well-structured, and polished Help shape the technical direction and best practices for LLM application development What We’re Looking For 3+ years of experience coding in Python. Strong understanding of NLP, ML, and LLM fundamentals Strong experience working with LLMs, including fine-tuning and prompt engineering. Comfort building, deploying, and scaling ML pipelines in production. A strong bias for action and continuous learning. A deep interest in the latest open-source models and AI advancements. Show more Show less"
Gen AI Developer,Infosys,"Bengaluru East, Karnataka, India",2025-05-07,https://in.linkedin.com/jobs/view/gen-ai-developer-at-infosys-4189368080,"Primary skills:Technology->Artificial Intelligence->Computer Vision,Technology->Big Data->Natural language processing(NLP),Technology->Machine Learning->Python,Technology->Machine Learning->TensorFlow A day in the life of an Infoscion As part of the Infosys consulting team, your primary role would be to get to the heart of customer issues, diagnose problem areas, design innovative solutions and facilitate deployment resulting in client delight. You will develop a proposal by owning parts of the proposal document and by giving inputs in solution design based on areas of expertise. You will plan the activities of configuration, configure the product as per the design, conduct conference room pilots and will assist in resolving any queries related to requirements and solution design You will conduct solution/product demonstrations, POC/Proof of Technology workshops and prepare effort estimates which suit the customer budgetary requirements and are in line with organization’s financial guidelines Actively lead small projects and contribute to unit-level and organizational initiatives with an objective of providing high quality value adding solutions to customers. If you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you! Ability to develop value-creating strategies and models that enable clients to innovate, drive growth and increase their business profitability Good knowledge on software configuration management systems Awareness of latest technologies and Industry trends Logical thinking and problem solving skills along with an ability to collaborate Understanding of the financial processes for various types of projects and the various pricing models available Ability to assess the current processes, identify improvement areas and suggest the technology solutions One or two industry domain knowledge Client Interfacing skills Project and Team management Show more Show less"
"Machine Learning Engineer 4, Firefly GenAI Services",Adobe,"Noida, Uttar Pradesh, India",2025-05-07,https://in.linkedin.com/jobs/view/machine-learning-engineer-4-firefly-genai-services-at-adobe-4189372151,"Our Company Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen. We’re on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. We realize that new ideas can come from everywhere in the organization, and we know the next big idea could be yours! Position Summary: Adobe Firefly Gen AI Models and services group seeks passionate machine learning engineers to deliver groundbreaking generative AI experiences. In this role, you'll: Optimize and scale state-of-the-art generative AI models. Deploy AI-driven creative tools that empower millions globally. Solve real-world challenges in AI scalability and production readiness. Job Responsibilities Help architect and optimize large-scale foundation model pipelines in Generative AI Design and develop the GenAI backend services for Firefly, creating GPU optimized, efficient model pipelines that power the generative AI features on Firefly website, PPro, Photoshop, Illustrator, Express, Stock and other applications/surfaces Collaborate with outstanding Applied researchers and engineers to bring ideas to production Provide technical leadership and mentorship for junior team members Explore and research new and emerging ML and MLOps technologies to continuously improve Adobe’s GenAI engineering effectiveness and efficiency Review and provide feedback on features, technology, architecture, designs and test strategies. What you'll need to succeed Masters or Ph.D. in Computer Science, AI/ML, or related fields or B.Tech and strong experience in AI/ML 8+ years of experience Excellent communication and technical leadership skills Experience in tech working with a large number of contributors on time-sensitive and business-critical GenAI projects Experience in the latest Generative AI technologies, such as GAN, diffusion, transformer models Strong hands-on experience with large-scale GenAI model pipelines and/or shipping ML features Strong collaboration skills. Experience with working in a Matrix organization, driving alignment, drawing conclusions, and getting things done Preferred experience: Experience training or optimizing models (CUDA, Triton, TRT, AOT) Experience converting models from various frameworks like PyTorch and TensorFlow to other target formats to ensure compatibility and optimized performance across different platforms Good publication record in Computer Science, AI/ML, or related fields Adobe is proud to be an Equal Employment Opportunity employer. We do not discriminate based on gender, race or color, ethnicity or national origin, age, disability, religion, sexual orientation, gender identity or expression, veteran status, or any other applicable characteristics protected by law. Learn more. Adobe aims to make Adobe.com accessible to any and all users. If you have a disability or special need that requires accommodation to navigate our website or complete the application process, email accommodations@adobe.com or call (408) 536-3015. Show more Show less"
"Executive, Data Scientist",NielsenIQ,"Vadodara, Gujarat, India",2025-05-07,https://in.linkedin.com/jobs/view/executive-data-scientist-at-nielseniq-4223317028,"Job Description The Product Design and Enhancement (PDE) team is responsible for all design-related activities of the Data Science unit at NIQ, setting up the base for Retail Index reporting. The key responsibilities of PDE associate assigned to given market include: Sample Design, Universe Estimation and other design-related projects for the Retail Index Identification of quality risks and follow up on solutions Engagement with stakeholders on scope, execution, data exchange and outcomes for assigned projects Expert-level analysis of results and presentations with insights Team work in virtual multi-country environment requiring effective communication with colleagues located in various countries Usage of dedicated software supported by ad hoc programming and data mining Identification of opportunities for innovations and tools development in the dynamic work environment Analysis of processes within the area of responsibilities with recommendations on improvements Qualifications Master’s degree in Mathematics, Statistics, Economics, Operations Research or related fields Knowledge of Microsoft Office applications Competency in at least one programming language (Python or R) Organizational skills to manage projects (time management, prioritization, deadlines) Ability to engage and communicate effectively Strong analytical and problem-solving skills Good command of English Eagerness to continuously learn and adapt to changing technologies and tools 0 to 1 years of work experince Preferable: Work experience in FMCG, Market research, consumer research or similar industries Knowledge of statistical inference and survey-based research Additional Information Our Benefits Flexible working environment Volunteer time off LinkedIn Learning Employee-Assistance-Program (EAP) About NIQ NIQ is the world’s leading consumer intelligence company, delivering the most complete understanding of consumer buying behavior and revealing new pathways to growth. In 2023, NIQ combined with GfK, bringing together the two industry leaders with unparalleled global reach. With a holistic retail read and the most comprehensive consumer insights—delivered with advanced analytics through state-of-the-art platforms—NIQ delivers the Full View™. NIQ is an Advent International portfolio company with operations in 100+ markets, covering more than 90% of the world’s population. For more information, visit NIQ.com Want to keep up with our latest updates? Follow us on: LinkedIn | Instagram | Twitter | Facebook Our commitment to Diversity, Equity, and Inclusion NIQ is committed to reflecting the diversity of the clients, communities, and markets we measure within our own workforce. We exist to count everyone and are on a mission to systematically embed inclusion and diversity into all aspects of our workforce, measurement, and products. We enthusiastically invite candidates who share that mission to join us. We are proud to be an Equal Opportunity/Affirmative Action-Employer, making decisions without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability status, age, marital status, protected veteran status or any other protected class. Our global non-discrimination policy covers these protected classes in every market in which we do business worldwide. Learn more about how we are driving diversity and inclusion in everything we do by visiting the NIQ News Center: https://nielseniq.com/global/en/news-center/diversity-inclusion Show more Show less"
DATA SCIENCE,Tata Consultancy Services,"Bengaluru, Karnataka, India",2025-05-07,https://in.linkedin.com/jobs/view/data-science-at-tata-consultancy-services-4223380701,"Greetings from TATA Consultancy Services Job Openings at TCS Skill :DATA SCIENCE Exp range : 4 - 8 YEARS Role : Permanent Role Job location : BANGALORE Current location : Anywhere In India Interview date :9th May 25 (Friday) Interview mode : MS Teams Pls find the Job Description below. JD for Data Science Data Scientist . ( 4- 8 Y Experience ) Required skills and responsibilities: Experience with Python ,ML algorithms. Should be able to implement End to End ML use cases independently. Strong data wrangling , Model development , Feature engineering skills. Knowledge on GEN AI ( Not Mandatory , added advantage ) Thanks & Regards Priyanka Talent Acquisition Group Tata Consultancy Services Show more Show less"
AI/ML Engineer,DataZymes,"Bengaluru, Karnataka, India",2025-05-07,https://in.linkedin.com/jobs/view/ai-ml-engineer-at-datazymes-4223288353,"Job Summary We are looking for a skilled AI/ML Engineer with 5-7 years of experience in building and deploying scalable machine learning and Generative AI solutions. The ideal candidate should have a strong foundation in core AI/ML concepts, deep learning, NLP, and experience with Generative AI frameworks. Who We Are Looking For An enthusiastic self-starter who will work with minimal guidance, has strong Python programming skills, and hands-on experience deploying end-to-end AI/ML solutions. A first-principle understanding of databases, deep learning and LLMs is also required. Required Skills and Qualifications 1.3+ years of work experience in Python programming for AI/ML, deep learning, and Generative AI model development 2.Proficiency in TensorFlow/PyTorch, Hugging Face Transformers and Langchain libraries 3.Hands-on experience with NLP, LLM prompt design and fine-tuning, embeddings, vector databases and agentic frameworks 4.Strong understanding of ML algorithms, probability and optimization techniques 5.6+ years of experience in deploying models with Docker, Kubernetes, and cloud services (AWS Bedrock, SageMaker, GCP Vertex AI) through APIs, and using MLOps and CI/CD pipelines 6.Familiarity with retrieval-augmented generation (RAG), cache-augmented generation (CAG), retrieval-integrated generation (RIG), low-rank adaptation (LoRA) fine-tuning 7.Ability to write scalable, production-ready ML code and optimized model inference 8.Experience with developing ML pipelines for text classification, summarization and chat agents 9.Prior experience with SQL and noSQL databases, and Snowflake/Databricks What You Will Be Doing As an AI/ML Engineer in the AI center of excellence (COE) at DataZymes, you will be developing and maintaining end-to-end AI solutions to business problems. Key responsibilities are listed below: 1.Design, develop, and deploy AI/ML models for various applications, including NLP and structured data 2.Implement, prompt, fine-tune, and optimize Generative AI models, such as LLMs and diffusion models 3.Develop and maintain data pipelines, feature engineering workflows, and model training infrastructure 4.Work with large-scale datasets, ensuring data quality and pre-processing for training and inference 5.Optimize model performance, reducing latency, and improving efficiency for real-time AI applications 6.Deploy models using MLOps best practices on cloud platforms (AWS, GCP) 7.Collaborate with cross-functional teams, including data engineers, software developers, and product managers to develop AI solutions to business problems 8.Implement responsible AI practices, ensuring fairness, interpretability, and ethical AI adoption Show more Show less"
Freshers - Development - Python (AI/ML),PIT Solutions,"Thiruvananthapuram, Kerala, India",2025-05-07,https://in.linkedin.com/jobs/view/freshers-development-python-ai-ml-at-pit-solutions-4223602354,"Job Description Are you passionate about Python and curious about AI/ML? Join us to kickstart your career with hands-on experience in real-world machine learning projects! What You'll Work On Python coding for AI/ML applications Data preprocessing, model training & deployment Collaborate with engineers and analysts on end-to-end AI solutions Explore data and visualize insights using popular Python libraries Preferred Skills Strong Python fundamentals Basic ML concepts & libraries (NumPy, Pandas, Scikit-learn) Aptitude for problem-solving & statistics Familiarity with tools like Git, Matplotlib, or Seaborn is a plus Consistent academic performance with 70% or equivalent and above throughout Requirements Are you passionate about Python and curious about AI/ML? Join us to kickstart your career with hands-on experience in real-world machine learning projects! What you'll work on: Python coding for AI/ML applications Data preprocessing, model training & deployment Collaborate with engineers and analysts on end-to-end AI solutions Explore data and visualize insights using popular Python libraries Preferred Skills Strong Python fundamentals Basic ML concepts & libraries (NumPy, Pandas, Scikit-learn) Aptitude for problem-solving & statistics Familiarity with tools like Git, Matplotlib, or Seaborn is a plus Consistent academic performance with 70% or equivalent and above throughout Show more Show less"
Machine Learning Engineer,Adobe,"Noida, Uttar Pradesh, India",2025-05-06,https://in.linkedin.com/jobs/view/machine-learning-engineer-at-adobe-4222872433,"Our Company Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen. We’re on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. We realize that new ideas can come from everywhere in the organization, and we know the next big idea could be yours! Excited by AI/ML? Interested in crafting new innovative solutions using Machine Learning? The Document Cloud team, in Noida, is crafting PDF solutions spanning all surfaces - Web, Mobile, Desktop and Platform APIs, that processes billions of PDFs every month using ML, Deep-Learning and Generative AI at its core. As a part of this, we need expert individuals focusing on research and development of methods for processing huge amount of content, and can build mashups of Vision, Image Processing, NLP, generative models to solve sophisticated problems. What you get to do in this role: Develop algorithms that apply deep learning and innovative methods in NLP & computer vision, combined with traditional large sophisticated solutions/codebases! Developing innovative solutions using Generative AI, Python, Machine Learning and Data Science! Build experiments, algorithms and ship solution that not only yield high accuracy but are also crafted and engineered to scale. Collaborate across multiple research and engineering teams, making the tradeoffs required to rapidly deliver AI/ML software solutions. In order to be successful, we need someone who has: B.Tech in Computer Science. MS/PhD preferred. 3+ years hands-on experience in either deep-learning models, Image processing, Vision and/or NLP. Ability to write efficient, clean, and reusable code in Python. Knowledge of C++. Broad Machine Learning experience – Data, Modelling, Metric, Analysis of Results. Experience in prompt-engineering and working with advanced-RAG systems. Exposure to Deep Learning - CNNs, LSTMs, Transformers, network architecture, network tuning, transfer learning, multi-task learning. Hands-on coding in pyTorch or Tensorflow. Exposure in building solutions from scratch and writing maintainable code inside large existing codebases. Strong software development skills that encourage code reuse among engineers and researchers. Adobe is proud to be an Equal Employment Opportunity employer. We do not discriminate based on gender, race or color, ethnicity or national origin, age, disability, religion, sexual orientation, gender identity or expression, veteran status, or any other applicable characteristics protected by law. Learn more. Adobe aims to make Adobe.com accessible to any and all users. If you have a disability or special need that requires accommodation to navigate our website or complete the application process, email accommodations@adobe.com or call (408) 536-3015. Show more Show less"
"Applied Scientist, Amazon Search",Amazon,"Bengaluru, Karnataka, India",2025-05-07,https://in.linkedin.com/jobs/view/applied-scientist-amazon-search-at-amazon-4211019195,"Description We are embarking on a multi-year journey to improve the shopping experience for customers globally. Amazon Search team creates customer-focused search solutions and technologies that makes shopping delightful and effortless for our customers. Our goal is to understand what customers are looking for in whatever language happens to be their choice at the moment and help them find what they need in Amazon's vast catalog of billions of products. As Amazon expands to new geographies and new interfaces, we are faced with the unique challenge of maintaining the bar on Search Quality due to the diversity in user preferences, multilingual search and data scarcity. We are looking for an applied researcher to work on improving search on Amazon using NLP, ML, and DL technology. As an Applied Scientist, you will lead our efforts in query understanding, and semantic matching. As part of this role, you will develop high precision, high recall, and low latency solutions for search. Your solutions should work for all languages that Amazon supports and will be used in all Amazon locales world-wide. You will develop scalable science and engineering solutions that work successfully in production. You will work with leaders to develop a strategic vision and long term plans to improve search globally. We are growing our collaborative group of engineers and applied scientists by expanding into new areas. Basic Qualifications Experience programming in Java, C++, Python or related language Experience with SQL and an RDBMS (e.g., Oracle) or Data Warehouse Master's degree Preferred Qualifications Experience implementing algorithms using both toolkits and self-developed code Have publications at top-tier peer-reviewed conferences or journals Our inclusive culture empowers Amazonians to deliver the best results for our customers. If you have a disability and need a workplace accommodation or adjustment during the application and hiring process, including support for the interview or onboarding process, please visit https://amazon.jobs/content/en/how-we-hire/accommodations for more information. If the country/region you’re applying in isn’t listed, please contact your Recruiting Partner. Company - ADCI - Karnataka Job ID: A2956008 Show more Show less"
